Category,Food_Item,Travel_Time,Cooking_Status,Quantity,Compliance_Status,Special_Packing_Required,Packing_Guidelines,Image_URL
Vegetables,Cauliflower,13–18 hours,Uncooked,1kg,Restricted,Yes,"Use thermal bags with additional insulation (e.g., foil lining or gel packs) for prolonged temperature control.",packing-images\0004.jpg
Vegetables,Cauliflower,Above 18 hours,Uncooked,1kg,Restricted,Yes,Use heavy-duty thermal bags with gel packs or dry ice inside a secondary insulated container for extended travel.,packing-images\0004.jpg
Vegetables,Pickles,3–5 hours,Cooked,1kg,Allowed,No,Sealed jars are recommended but not mandatory for short travel.,packing-images\0018.jpg
Vegetables,Pickles,6–8 hours,Cooked,1kg,Allowed,No,Must be in sealed jars to prevent spills and maintain freshness.,packing-images\0018.jpg
Vegetables,Pickles,9–12 hours,Cooked,1kg,Allowed,No,"Keep in sealed jars with an extra layer of wrapping (e.g., bubble wrap) to prevent breakage.",packing-images\0018.jpg
Vegetables,Pickles,13–18 hours,Cooked,1kg,Allowed,No,"Must be in sealed jars and placed in a cushioned, sturdy container to avoid damage.",packing-images\0018.jpg
Vegetables,Pickles,Above 18 hours,Cooked,1kg,Allowed,No,Required in sealed jars inside a rigid container with insulation (if needed) to ensure long-term preservation and prevent breakage.,packing-images\0018.jpg
Vegetables,Pickles,3–5 hours,Uncooked,1kg,Allowed,No,Sealed jars are recommended but not mandatory for short travel.,packing-images\0018.jpg
Vegetables,Pickles,6–8 hours,Uncooked,1kg,Allowed,No,Must be in sealed jars to prevent spills and maintain freshness.,packing-images\0018.jpg
Vegetables,Pickles,9–12 hours,Uncooked,1kg,Allowed,No,"Keep in sealed jars with an extra layer of wrapping (e.g., bubble wrap) to prevent breakage.",packing-images\0018.jpg
Vegetables,Pickles,13–18 hours,Uncooked,1kg,Allowed,No,"Must be in sealed jars and placed in a cushioned, sturdy container to avoid damage.",packing-images\0018.jpg
Vegetables,Pickles,Above 18 hours,Uncooked,1kg,Allowed,No,Required in sealed jars inside a rigid container with insulation (if needed) to ensure long-term preservation and prevent breakage.,packing-images\0018.jpg
Vegetables,Eggplant,3–5 hours,Cooked,1kg,Allowed,No,Use breathable containers or perforated bags to prevent moisture buildup.,packing-images\0002.jpg
Vegetables,Eggplant,6–8 hours,Cooked,1kg,Allowed,No,Pack in a sturdy container with some padding to prevent bruising.,packing-images\0002.jpg
Vegetables,Eggplant,9–12 hours,Cooked,1kg,Allowed,No,"Use firm, shock-absorbing packaging like foam trays or padded boxes.",packing-images\0002.jpg
Vegetables,Eggplant,13–18 hours,Cooked,1kg,Allowed,No,"Ensure rigid, ventilated containers with cushioning layers to minimize impact.",packing-images\0002.jpg
Vegetables,Eggplant,Above 18 hours,Cooked,1kg,Allowed,No,Pack in foam-lined or padded rigid containers to prevent crushing during long travel.,packing-images\0002.jpg
Vegetables,Eggplant,3–5 hours,Uncooked,1kg,Allowed,No,Mesh bags or perforated plastic containers are sufficient for short travel.,packing-images\0011.jpg
Vegetables,Eggplant,6–8 hours,Uncooked,1kg,Allowed,No,Use breathable mesh bags or perforated plastic to avoid moisture buildup.,packing-images\0011.jpg
Vegetables,Eggplant,9–12 hours,Uncooked,1kg,Allowed,No,Ensure vegetables are loosely packed in mesh bags or ventilated containers to maintain airflow.,packing-images\0011.jpg
Vegetables,Eggplant,13–18 hours,Uncooked,1kg,Allowed,No,Pack in breathable mesh bags inside a ventilated container to prevent spoilage.,packing-images\0011.jpg
Vegetables,Eggplant,Above 18 hours,Uncooked,1kg,Allowed,No,Required in breathable mesh bags placed inside a rigid container to maintain freshness and prevent physical damage.,packing-images\0011.jpg
Vegetables,Radish,3–5 hours,Cooked,1kg,Allowed,No,Use resealable bags or food-grade wrapping paper.,packing-images\0001.jpg
Vegetables,Radish,6–8 hours,Cooked,1kg,Allowed,No,Use resealable bags or food-grade wrapping paper. (Ensure airtight sealing for freshness.),packing-images\0001.jpg
Vegetables,Radish,9–12 hours,Cooked,1kg,Allowed,No,Use resealable bags or food-grade wrapping paper. (Consider extra wrapping or a moisture-proof bag.),packing-images\0001.jpg
Vegetables,Radish,13–18 hours,Cooked,1kg,Allowed,No,"Use resealable bags or food-grade wrapping paper, plus an additional protective layer (e.g., double wrapping or an extra sealed bag to prevent contamination).",packing-images\0001.jpg
Vegetables,Radish,Above 18 hours,Cooked,1kg,Allowed,No,Use resealable bags or food-grade wrapping paper inside a rigid container (to prevent crushing or exposure to moisture over long travel times).,packing-images\0001.jpg
Vegetables,Radish,3–5 hours,Uncooked,1kg,Restricted,Yes,"Use insulated coolers with ice packs if needed, but minimal risk of thawing.",packing-images\0003.jpg
Vegetables,Radish,6–8 hours,Uncooked,1kg,Restricted,Yes,Use insulated coolers with ice packs to keep frozen. Ensure leak-proof packaging.,packing-images\0003.jpg
Vegetables,Radish,9–12 hours,Uncooked,1kg,Restricted,Yes,Use high-quality insulated coolers with multiple ice packs. Ensure leak-proof packaging to prevent spills.,packing-images\0003.jpg
Vegetables,Radish,13–18 hours,Uncooked,1kg,Restricted,Yes,Use insulated coolers with sufficient ice packs or dry ice. Ensure airtight and leak-proof packaging.,packing-images\0003.jpg
Vegetables,Radish,Above 18 hours,Uncooked,1kg,Restricted,Yes,Use heavy-duty insulated coolers with dry ice or gel packs. Ensure complete leak-proof and airtight sealing to maintain frozen state.,packing-images\0003.jpg
Vegetables,Ginger,3–5 hours,Cooked,1kg,Allowed,No,Airtight containers are optional; breathable packaging may be sufficient.,packing-images\0006.jpg
Vegetables,Ginger,6–8 hours,Cooked,1kg,Allowed,No,Use airtight containers to retain moisture and freshness.,packing-images\0006.jpg
Vegetables,Ginger,9–12 hours,Cooked,1kg,Allowed,No,Ensure airtight containers are properly sealed to prevent spoilage.,packing-images\0006.jpg
Vegetables,Ginger,13–18 hours,Cooked,1kg,Allowed,No,Use high-quality airtight containers with ventilation for long storage.,packing-images\0006.jpg
Vegetables,Ginger,Above 18 hours,Cooked,1kg,Allowed,No,Pack in airtight containers with a rigid outer layer to prevent damage.,packing-images\0006.jpg
Vegetables,Ginger,3–5 hours,Uncooked,1kg,Allowed,No,Vacuum sealing is optional but helpful for pre-cut fruits and vegetables.,packing-images\0005.jpg
Vegetables,Ginger,6–8 hours,Uncooked,1kg,Allowed,No,Use vacuum-sealed bags to slow spoilage and maintain freshness.,packing-images\0005.jpg
Vegetables,Ginger,9–12 hours,Uncooked,1kg,Allowed,No,Ensure vacuum-sealed bags are properly sealed to prevent air exposure.,packing-images\0005.jpg
Vegetables,Ginger,13–18 hours,Uncooked,1kg,Allowed,No,Use high-quality vacuum-sealed bags with an oxygen absorber for longer preservation.,packing-images\0005.jpg
Vegetables,Ginger,Above 18 hours,Uncooked,1kg,Allowed,No,Use reinforced vacuum-sealed bags inside a rigid container to prevent crushing and contamination.,packing-images\0005.jpg
Vegetables,Okra (Ladies’ Fingers),3–5 hours,Cooked,1kg,Allowed,No,Airtight containers are optional; breathable packaging may be sufficient.,packing-images\0006.jpg
Vegetables,Okra (Ladies’ Fingers),6–8 hours,Cooked,1kg,Allowed,No,Use airtight containers to retain moisture and freshness.,packing-images\0006.jpg
Vegetables,Okra (Ladies’ Fingers),9–12 hours,Cooked,1kg,Allowed,No,Ensure airtight containers are properly sealed to prevent spoilage.,packing-images\0006.jpg
Vegetables,Okra (Ladies’ Fingers),13–18 hours,Cooked,1kg,Allowed,No,Use high-quality airtight containers with ventilation for long storage.,packing-images\0006.jpg
Vegetables,Okra (Ladies’ Fingers),Above 18 hours,Cooked,1kg,Allowed,No,Pack in airtight containers with a rigid outer layer to prevent damage.,packing-images\0006.jpg
Vegetables,Okra (Ladies’ Fingers),3–5 hours,Uncooked,1kg,Restricted,Yes,"Insulated bags are optional, but recommended for highly perishable vegetables.",packing-images\0019.jpg
Vegetables,Okra (Ladies’ Fingers),6–8 hours,Uncooked,1kg,Restricted,Yes,Use insulated bags with cooling packs to maintain freshness.,packing-images\0019.jpg
Vegetables,Okra (Ladies’ Fingers),9–12 hours,Uncooked,1kg,Restricted,Yes,Must be in insulated bags with ice packs to prevent wilting or spoilage.,packing-images\0019.jpg
Vegetables,Okra (Ladies’ Fingers),13–18 hours,Uncooked,1kg,Restricted,Yes,"Required in insulated bags with proper cooling and moisture control (e.g., paper towels or absorbent layers).",packing-images\0019.jpg
Vegetables,Okra (Ladies’ Fingers),Above 18 hours,Uncooked,1kg,Restricted,Yes,Must be stored in insulated bags inside a rigid container with cooling elements (ice packs/dry ice) to maintain freshness for long travel times.,packing-images\0019.jpg
Vegetables,Bitter Gourd,3–5 hours,Cooked,1kg,Allowed,No,Pack in resealable bags or food-grade wrapping paper.,packing-images\0001.jpg
Vegetables,Bitter Gourd,6–8 hours,Cooked,1kg,Allowed,No,Pack in resealable bags or food-grade wrapping paper. (Ensure airtight sealing for freshness.),packing-images\0001.jpg
Vegetables,Bitter Gourd,9–12 hours,Cooked,1kg,Allowed,No,Pack in resealable bags or food-grade wrapping paper. (Consider extra wrapping or a moisture-proof bag.),packing-images\0001.jpg
Vegetables,Bitter Gourd,13–18 hours,Cooked,1kg,Allowed,No,"Pack in resealable bags or food-grade wrapping paper, plus an additional protective layer (e.g., double wrapping or an extra sealed bag to prevent contamination).",packing-images\0001.jpg
Vegetables,Bitter Gourd,Above 18 hours,Cooked,1kg,Allowed,No,Pack in resealable bags or food-grade wrapping paper inside a rigid container (to prevent crushing or exposure to moisture over long travel times).,packing-images\0001.jpg
Vegetables,Bitter Gourd,3–5 hours,Uncooked,1kg,Allowed,No,Mesh bags are optional; minimal risk of spoilage.,packing-images\0007.jpg
Vegetables,Bitter Gourd,6–8 hours,Uncooked,1kg,Allowed,No,Use breathable mesh bags to prevent condensation.,packing-images\0007.jpg
Vegetables,Bitter Gourd,9–12 hours,Uncooked,1kg,Allowed,No,Ensure mesh bags have proper airflow to avoid moisture buildup.,packing-images\0007.jpg
Vegetables,Bitter Gourd,13–18 hours,Uncooked,1kg,Allowed,No,Use high-quality mesh bags with extra ventilation to maintain freshness.,packing-images\0007.jpg
Vegetables,Bitter Gourd,Above 18 hours,Uncooked,1kg,Allowed,No,Store in mesh bags inside a well-ventilated container to prevent spoilage.,packing-images\0007.jpg
Vegetables,Drumsticks,3–5 hours,Cooked,1kg,Allowed,No,Airtight containers are optional; breathable packaging may be sufficient.,packing-images\0006.jpg
Vegetables,Drumsticks,6–8 hours,Cooked,1kg,Allowed,No,Use airtight containers to retain moisture and freshness.,packing-images\0006.jpg
Vegetables,Drumsticks,9–12 hours,Cooked,1kg,Allowed,No,Ensure airtight containers are properly sealed to prevent spoilage.,packing-images\0006.jpg
Vegetables,Drumsticks,13–18 hours,Cooked,1kg,Allowed,No,Use high-quality airtight containers with ventilation for long storage.,packing-images\0006.jpg
Vegetables,Drumsticks,Above 18 hours,Cooked,1kg,Allowed,No,Pack in airtight containers with a rigid outer layer to prevent damage.,packing-images\0006.jpg
Vegetables,Drumsticks,3–5 hours,Uncooked,1kg,Allowed,No,Use breathable containers or perforated bags to prevent moisture buildup.,packing-images\0002.jpg
Vegetables,Drumsticks,6–8 hours,Uncooked,1kg,Allowed,No,Pack in a sturdy container with some padding to prevent bruising.,packing-images\0002.jpg
Vegetables,Drumsticks,9–12 hours,Uncooked,1kg,Allowed,No,"Use firm, shock-absorbing packaging like foam trays or padded boxes.",packing-images\0002.jpg
Vegetables,Drumsticks,13–18 hours,Uncooked,1kg,Allowed,No,"Ensure rigid, ventilated containers with cushioning layers to minimize impact.",packing-images\0002.jpg
Vegetables,Drumsticks,Above 18 hours,Uncooked,1kg,Allowed,No,Pack in foam-lined or padded rigid containers to prevent crushing during long travel.,packing-images\0002.jpg
Vegetables,Beetroot,3–5 hours,Cooked,1kg,Allowed,No,Use breathable containers or perforated bags to prevent moisture buildup.,packing-images\0002.jpg
Vegetables,Beetroot,6–8 hours,Cooked,1kg,Allowed,No,Pack in a sturdy container with some padding to prevent bruising.,packing-images\0002.jpg
Vegetables,Beetroot,9–12 hours,Cooked,1kg,Allowed,No,"Use firm, shock-absorbing packaging like foam trays or padded boxes.",packing-images\0002.jpg
Vegetables,Beetroot,13–18 hours,Cooked,1kg,Allowed,No,"Ensure rigid, ventilated containers with cushioning layers to minimize impact.",packing-images\0002.jpg
Vegetables,Beetroot,Above 18 hours,Cooked,1kg,Allowed,No,Pack in foam-lined or padded rigid containers to prevent crushing during long travel.,packing-images\0002.jpg
Vegetables,Beetroot,3–5 hours,Uncooked,1kg,Allowed,No,Use breathable containers or perforated bags to prevent moisture buildup.,packing-images\0002.jpg
Vegetables,Beetroot,6–8 hours,Uncooked,1kg,Allowed,No,Pack in a sturdy container with some padding to prevent bruising.,packing-images\0002.jpg
Vegetables,Beetroot,9–12 hours,Uncooked,1kg,Allowed,No,"Use firm, shock-absorbing packaging like foam trays or padded boxes.",packing-images\0002.jpg
Vegetables,Beetroot,13–18 hours,Uncooked,1kg,Allowed,No,"Ensure rigid, ventilated containers with cushioning layers to minimize impact.",packing-images\0002.jpg
Vegetables,Beetroot,Above 18 hours,Uncooked,1kg,Allowed,No,Pack in foam-lined or padded rigid containers to prevent crushing during long travel.,packing-images\0002.jpg
Vegetables,Green Beans,3–5 hours,Cooked,1kg,Allowed,No,Airtight containers are optional; breathable packaging may be sufficient.,packing-images\0006.jpg
Vegetables,Green Beans,6–8 hours,Cooked,1kg,Allowed,No,Use airtight containers to retain moisture and freshness.,packing-images\0006.jpg
Vegetables,Green Beans,9–12 hours,Cooked,1kg,Allowed,No,Ensure airtight containers are properly sealed to prevent spoilage.,packing-images\0006.jpg
Vegetables,Green Beans,13–18 hours,Cooked,1kg,Allowed,No,Use high-quality airtight containers with ventilation for long storage.,packing-images\0006.jpg
Vegetables,Green Beans,Above 18 hours,Cooked,1kg,Allowed,No,Pack in airtight containers with a rigid outer layer to prevent damage.,packing-images\0006.jpg
Vegetables,Green Beans,3–5 hours,Uncooked,1kg,Restricted,Yes,"Use insulated coolers with ice packs if needed, but minimal risk of thawing.",packing-images\0003.jpg
Vegetables,Green Beans,6–8 hours,Uncooked,1kg,Restricted,Yes,Use insulated coolers with ice packs to keep frozen. Ensure leak-proof packaging.,packing-images\0003.jpg
Vegetables,Green Beans,9–12 hours,Uncooked,1kg,Restricted,Yes,Use high-quality insulated coolers with multiple ice packs. Ensure leak-proof packaging to prevent spills.,packing-images\0003.jpg
Vegetables,Green Beans,13–18 hours,Uncooked,1kg,Restricted,Yes,Use insulated coolers with sufficient ice packs or dry ice. Ensure airtight and leak-proof packaging.,packing-images\0003.jpg
Vegetables,Green Beans,Above 18 hours,Uncooked,1kg,Restricted,Yes,Use heavy-duty insulated coolers with dry ice or gel packs. Ensure complete leak-proof and airtight sealing to maintain frozen state.,packing-images\0003.jpg
Vegetables,Curry Leaves,3–5 hours,Cooked,1kg,Allowed,No,Use resealable bags or food-grade wrapping paper.,packing-images\0001.jpg
Vegetables,Curry Leaves,6–8 hours,Cooked,1kg,Allowed,No,Use resealable bags or food-grade wrapping paper. (Ensure airtight sealing for freshness.),packing-images\0001.jpg
Vegetables,Curry Leaves,9–12 hours,Cooked,1kg,Allowed,No,Use resealable bags or food-grade wrapping paper. (Consider extra wrapping or a moisture-proof bag.),packing-images\0001.jpg
Vegetables,Curry Leaves,13–18 hours,Cooked,1kg,Allowed,No,"Use resealable bags or food-grade wrapping paper, plus an additional protective layer (e.g., double wrapping or an extra sealed bag to prevent contamination).",packing-images\0001.jpg
